edge1_x,edge1_y,centerline1_x,centerline1_y,edge2_x,edge2_y,centerline2_x,centerline2_y,edge3_x,edge3_y,road_centerline_x,road_centerline_y,cumulative_distance
-0.48822579306151637,-3.7048384020230487,0.5913311428017984,-4.410583020848013,1.5902553832218942,-4.6819917085391936,2.494319091904346,-4.8104917805007394,3.3380026707677577,-4.880701192915086,1.5902553832218942,-4.6819917085391936,7.5406701781405365
-0.4974884620746167,-3.7010433922646726,0.5817660230606293,-4.413517257411654,1.5821608458740632,-4.687868153656218,2.487511845854117,-4.817818978422483,3.33218591993479,-4.888835907924262,1.5821608458740632,-4.687868153656218,7.550672884878657
-0.5067216352804832,-3.6971771733284395,0.5721863444414955,-4.416403607603231,1.5740445936090746,-4.69371457061534,2.4806830758484404,-4.825126120708105,3.3263493448398114,-4.896956410968659,1.5740445936090746,-4.69371457061534,7.560675591616778
-0.5159247652495413,-3.6932399744402655,0.5625923466788714,-4.419241999190921,1.5659067378212568,-4.699530879175374,2.4738328409753327,-4.832413144130326,3.320492980206514,-4.90506265373675,1.5659067378212568,-4.699530879175374,7.570678298354897
-0.5250973063334633,-3.6892320290344274,0.5529842698655723,-4.42203236114308,1.5577473902014443,-4.7053169995083675,2.4669612005085413,-4.839679985635954,3.314616860876323,-4.913154588001852,1.5577473902014443,-4.7053169995083675,7.580681005093018
-0.5342387146975187,-3.6851535747397226,0.5433623544467474,-4.424774623630021,1.5495666627354423,-4.711072852200701,2.460068213907033,-4.846926582346423,3.3087210218081906,-4.9212321656224045,1.5495666627354423,-4.711072852200701,7.590683711831138
-0.5433484483528186,-3.6810048533653807,0.5337268412138606,-4.427468718025762,1.5413646677024928,-4.71679835825417,2.4531539408144782,-4.854152871558344,3.302805498078389,-4.9292953385422615,1.5413646677024928,-4.71679835825417,7.600686418569259
-0.5524259671884483,-3.676786110886727,0.5240779712986652,-4.430114576909743,1.5331415176737306,-4.722493439087074,2.446218441058735,-4.861358790744044,3.2968703248802997,-4.937344058790975,1.5331415176737306,-4.722493439087074,7.610689125307379
-0.5614707330034934,-3.672497597430596,0.5144159861671695,-4.432712134068511,1.5248973255106408,-4.7281580165352945,2.4392617746513316,-4.8685442775521075,3.290915537524206,-4.94537827848408,1.5248973255106408,-4.7281580165352945,7.6206918320455
-0.5704822095389452,-3.668139567260506,0.5047411276135956,-4.435261324497381,1.516632204363507,-4.733792012853366,2.4322840017869476,-4.875709269807918,3.2849411714370826,-4.95339794982338,1.516632204363507,-4.733792012853366,7.6306945387836205
-0.5794598625094998,-3.6637122787615812,0.4950536377543254,-4.437762084402058,1.5083462676698618,-4.7393953507155455,2.4252851828428925,-4.882853705514192,3.278947262162384,-4.9614030250972325,1.5083462676698618,-4.7393953507155455,7.640697245521741
-0.5884031596352306,-3.659215994425231,0.4853537590218442,-4.44021435120024,1.5000396291529259,-4.7449679532168725,2.418265378378583,-4.88997752285152,3.272933845359832,-4.96939345668083,1.5000396291529259,-4.7449679532168725,7.6506999522598615
-0.597311570673152,-3.6546509808335905,0.47564173415867184,-4.442618063523176,1.4917124028200515,-4.750509743874225,2.4112246491350198,-4.897080660178898,3.266900956805208,-4.977369197036488,1.4917124028200515,-4.750509743874225,7.660702658997981
-0.6061845674486526,-3.650017508643712,0.4659178062112904,-4.444973161217208,1.483364702961154,-4.756020646627368,2.4041630560342617,-4.904163056034262,3.2608486323901364,-4.98533019871392,1.483364702961154,-4.756020646627368,7.670705365736102
-0.615021623886813,-3.64531585257152,0.45618221852405905,-4.447279585345275,1.4749966441471456,-4.7615005858399995,2.3970806601788976,-4.91122464913502,3.25477690812187,-4.993276414350531,1.4749966441471456,-4.7615005858399995,7.680708072474221
