edge1_x,edge1_y,centerline1_x,centerline1_y,edge2_x,edge2_y,road_centerline_x,road_centerline_y,cumulative_distance
1.787,2.4899799599198396,2.0,2.4899799599198396,2.213,2.4899799599198396,0.010020040080159998
1.787,2.4799599198396796,2.0,2.4799599198396796,2.213,2.4799599198396796,0.02004008016032044
1.787,2.469939879759519,2.0,2.469939879759519,2.213,2.469939879759519,0.03006012024048088
1.787,2.4599198396793587,2.0,2.4599198396793587,2.213,2.4599198396793587,0.04008016032064132
1.787,2.4498997995991982,2.0,2.4498997995991982,2.213,2.4498997995991982,0.05010020040080132
1.787,2.4398797595190382,2.0,2.4398797595190382,2.213,2.4398797595190382,0.06012024048096176
1.787,2.429859719438878,2.0,2.429859719438878,2.213,2.429859719438878,0.0701402805611222
1.787,2.4198396793587174,2.0,2.4198396793587174,2.213,2.4198396793587174,0.08016032064128265
1.787,2.409819639278557,2.0,2.409819639278557,2.213,2.409819639278557,0.09018036072144264
1.787,2.399799599198397,2.0,2.399799599198397,2.213,2.399799599198397,0.10020040080160308
1.787,2.3897795591182365,2.0,2.3897795591182365,2.213,2.3897795591182365,0.11022044088176353
1.787,2.379759519038076,2.0,2.379759519038076,2.213,2.379759519038076,0.12024048096192352
1.787,2.369739478957916,2.0,2.369739478957916,2.213,2.369739478957916,0.13026052104208397
1.787,2.3597194388777556,2.0,2.3597194388777556,2.213,2.3597194388777556,0.1402805611222444
1.787,2.349699398797595,2.0,2.349699398797595,2.213,2.349699398797595,0.15030060120240485
1.787,2.3396793587174347,2.0,2.3396793587174347,2.213,2.3396793587174347,0.16032064128256485
1.787,2.3296593186372747,2.0,2.3296593186372747,2.213,2.3296593186372747,0.1703406813627253
1.787,2.3196392785571143,2.0,2.3196392785571143,2.213,2.3196392785571143,0.18036072144288573
1.787,2.309619238476954,2.0,2.309619238476954,2.213,2.309619238476954,0.19038076152304573
1.787,2.299599198396794,2.0,2.299599198396794,2.213,2.299599198396794,0.20040080160320617
1.787,2.2895791583166334,2.0,2.2895791583166334,2.213,2.2895791583166334,0.2104208416833666
1.787,2.279559118236473,2.0,2.279559118236473,2.213,2.279559118236473,0.22044088176352705
1.787,2.2695390781563125,2.0,2.2695390781563125,2.213,2.2695390781563125,0.23046092184368705
1.787,2.2595190380761525,2.0,2.2595190380761525,2.213,2.2595190380761525,0.2404809619238475
1.787,2.249498997995992,2.0,2.249498997995992,2.213,2.249498997995992,0.25050100200400793
1.787,2.2394789579158316,2.0,2.2394789579158316,2.213,2.2394789579158316,0.2605210420841684
1.787,2.229458917835671,2.0,2.229458917835671,2.213,2.229458917835671,0.2705410821643284
1.787,2.219438877755511,2.0,2.219438877755511,2.213,2.219438877755511,0.2805611222444888
1.787,2.2094188376753507,2.0,2.2094188376753507,2.213,2.2094188376753507,0.29058116232464926
1.787,2.1993987975951903,2.0,2.1993987975951903,2.213,2.1993987975951903,0.3006012024048097
1.787,2.18937875751503,2.0,2.18937875751503,2.213,2.18937875751503,0.3106212424849697
1.787,2.17935871743487,2.0,2.17935871743487,2.213,2.17935871743487,0.32064128256513014
1.787,2.1693386773547094,2.0,2.1693386773547094,2.213,2.1693386773547094,0.3306613226452906
1.787,2.159318637274549,2.0,2.159318637274549,2.213,2.159318637274549,0.3406813627254506
1.787,2.149298597194389,2.0,2.149298597194389,2.213,2.149298597194389,0.350701402805611
1.787,2.1392785571142285,2.0,2.1392785571142285,2.213,2.1392785571142285,0.36072144288577146
1.787,2.129258517034068,2.0,2.129258517034068,2.213,2.129258517034068,0.3707414829659319
1.787,2.1192384769539077,2.0,2.1192384769539077,2.213,2.1192384769539077,0.3807615230460919
1.787,2.1092184368737477,2.0,2.1092184368737477,2.213,2.1092184368737477,0.39078156312625234
1.787,2.099198396793587,2.0,2.099198396793587,2.213,2.099198396793587,0.4008016032064128
1.787,2.0891783567134268,2.0,2.0891783567134268,2.213,2.0891783567134268,0.4108216432865728
1.787,2.079158316633267,2.0,2.079158316633267,2.213,2.079158316633267,0.4208416833667332
1.787,2.0691382765531063,2.0,2.0691382765531063,2.213,2.0691382765531063,0.43086172344689366
1.787,2.059118236472946,2.0,2.059118236472946,2.213,2.059118236472946,0.4408817635270541
1.787,2.0490981963927855,2.0,2.0490981963927855,2.213,2.0490981963927855,0.4509018036072141
1.787,2.0390781563126255,2.0,2.0390781563126255,2.213,2.0390781563126255,0.46092184368737454
1.787,2.029058116232465,2.0,2.029058116232465,2.213,2.029058116232465,0.470941883767535
1.787,2.0190380761523046,2.0,2.0190380761523046,2.213,2.0190380761523046,0.4809619238476954
1.787,2.009018036072144,2.0,2.009018036072144,2.213,2.009018036072144,0.4909819639278554
1.787,1.9989979959919841,2.0,1.9989979959919841,2.213,1.9989979959919841,0.5010020040080159
1.787,1.9889779559118237,2.0,1.9889779559118237,2.213,1.9889779559118237,0.5110220440881763
1.787,1.9789579158316633,2.0,1.9789579158316633,2.213,1.9789579158316633,0.5210420841683365
1.787,1.968937875751503,2.0,1.968937875751503,2.213,1.968937875751503,0.5310621242484967
1.787,1.9589178356713428,2.0,1.9589178356713428,2.213,1.9589178356713428,0.5410821643286572
1.787,1.9488977955911824,2.0,1.9488977955911824,2.213,1.9488977955911824,0.5511022044088176
1.787,1.938877755511022,2.0,1.938877755511022,2.213,1.938877755511022,0.5611222444889779
1.787,1.9288577154308617,2.0,1.9288577154308617,2.213,1.9288577154308617,0.5711422845691381
1.787,1.9188376753507015,2.0,1.9188376753507015,2.213,1.9188376753507015,0.5811623246492985
